# BIN1 BIN2 ANGBIN VALUE 
5 1 17 -2.21047254882e-06
5 1 18 -4.67343023609e-06
5 1 19 -8.48912089719e-06
5 1 20 2.26774297872e-06
5 2 1 -0.000221611253
5 2 2 -0.000264914164
5 2 3 -0.000235499488
5 2 4 -0.000101933356
5 2 5 -6.07912342e-05
5 2 6 1.9116779e-05
5 2 7 -5.16509485e-05
5 2 8 6.65739942e-06
5 2 9 9.16097903e-06
5 2 10 1.27956918947e-05
5 2 11 -3.35346361533e-06
5 2 12 -2.80573546241e-05
5 2 13 6.05653099482e-05
5 2 14 1.78009089706e-05
5 2 15 1.06111287988e-05
5 2 16 2.07160812621e-05
5 2 17 2.2110864401e-05
5 2 18 5.47977563716e-06
5 2 19 7.32162799636e-06
5 2 20 1.88830853244e-05
5 3 1 0.00025241122
5 3 2 6.350907e-05
5 3 3 9.67353123e-05
5 3 4 -0.000209249034
5 3 5 -0.000189872238
5 3 6 0.00011483755
5 3 7 -2.9433516e-05
5 3 8 6.61831418e-05
5 3 9 5.01589307e-05
5 3 10 2.85546100527e-05
5 3 11 -3.73449108562e-05
5 3 12 -3.98181423752e-06
5 3 13 -2.66480709674e-06
5 3 14 9.01198278185e-06
5 3 15 3.73138120015e-05
5 3 16 4.30869286402e-05
5 3 17 4.78737150633e-05
5 3 18 1.297243606e-05
5 3 19 2.01278779584e-05
5 3 20 1.70321068507e-05
5 4 1 1.14372951e-05
5 4 2 0.000598499308
5 4 3 0.00109039372
5 4 4 0.000513846679
5 4 5 0.000504469901
5 4 6 0.000234711109
5 4 7 0.000153245458
5 4 8 0.000128682218
5 4 9 0.000101272741
5 4 10 -1.71908288394e-05
5 4 11 -7.65194076099e-06
5 4 12 -3.54694354871e-05
5 4 13 1.13380930055e-06
5 4 14 5.35043603123e-05
5 4 15 2.40149297145e-05
5 4 16 6.52839971574e-05
5 4 17 3.98956402064e-05
5 4 18 -2.62073162632e-06
5 4 19 1.00532115644e-05
5 4 20 2.69627682139e-05
