# BIN1 BIN2 ANGBIN VALUE 
1 4 17 8.87736234637e-07
1 4 18 3.01118650508e-07
1 4 19 2.70643444209e-08
1 4 20 -3.92893901774e-07
2 2 1 2.95714787e-05
2 2 2 1.96792711e-05
2 2 3 3.31149526e-06
2 2 4 1.10002850101e-05
2 2 5 -1.11959208527e-06
2 2 6 4.47440579702e-08
2 2 7 8.69282525242e-06
2 2 8 -2.0002320976e-06
2 2 9 8.81964959859e-08
2 2 10 1.13990660513e-06
2 2 11 -1.05448988855e-06
2 2 12 -1.97287787641e-06
2 2 13 -3.38281916494e-07
2 2 14 -5.87476512749e-07
2 2 15 -1.7332146852e-06
2 2 16 6.59766991013e-08
2 2 17 5.21701812159e-07
2 2 18 6.49218651398e-07
2 2 19 -4.61930747159e-07
2 2 20 -2.27016035345e-07
2 3 1 4.61754416e-05
2 3 2 3.29570569e-05
2 3 3 1.33369506e-05
2 3 4 4.25544873846e-06
2 3 5 4.77423368233e-06
2 3 6 6.35219042991e-06
2 3 7 3.4769489133e-06
2 3 8 6.69275742402e-06
2 3 9 3.26668507542e-06
2 3 10 2.85749494679e-06
2 3 11 2.9264301092e-06
2 3 12 1.23202675314e-06
2 3 13 9.36662091472e-07
2 3 14 9.2162567922e-07
2 3 15 9.55744278278e-07
2 3 16 6.23991808131e-07
2 3 17 -1.1111983764e-07
2 3 18 -1.97323486442e-07
2 3 19 -3.44625954889e-07
2 3 20 -5.41571161712e-07
2 4 1 3.3287472e-05
2 4 2 1.20077255e-05
2 4 3 2.48804387e-05
2 4 4 9.01562559897e-06
2 4 5 -2.43320838953e-06
2 4 6 7.67882763414e-06
2 4 7 1.23132808429e-05
2 4 8 5.36212689215e-06
2 4 9 -2.20918120445e-07
2 4 10 2.74274983655e-06
2 4 11 2.16222036793e-06
2 4 12 2.86228130658e-06
2 4 13 2.98263507355e-06
2 4 14 6.6662657845e-07
2 4 15 3.44120938555e-07
2 4 16 1.53161948219e-06
2 4 17 -2.85756485091e-07
2 4 18 -6.27731860998e-07
2 4 19 -5.87863062975e-07
2 4 20 -5.91023137048e-07
3 3 1 6.35842027e-05
3 3 2 3.34041437e-05
3 3 3 9.88039269615e-06
3 3 4 1.93178955554e-05
3 3 5 4.67264536352e-06
3 3 6 1.62467974215e-05
3 3 7 1.32941919106e-05
3 3 8 9.8316684101e-06
3 3 9 7.63351360058e-06
3 3 10 6.84082372183e-06
3 3 11 3.60012904644e-06
3 3 12 4.07017261105e-06
3 3 13 4.1439895e-07
3 3 14 2.14027431756e-06
3 3 15 1.72825009446e-06
3 3 16 7.68023454198e-08
3 3 17 2.69337275265e-07
3 3 18 1.91036004016e-07
3 3 19 -1.84969365327e-07
3 3 20 -4.72164655658e-07
3 4 1 6.07935702e-05
3 4 2 4.46535289e-05
3 4 3 8.61021610163e-06
3 4 4 1.25578094101e-05
3 4 5 1.26917242114e-05
3 4 6 9.18248771545e-06
3 4 7 9.6289404376e-06
3 4 8 9.05536649631e-06
3 4 9 7.77422661154e-06
3 4 10 6.35850788719e-06
3 4 11 5.14161217229e-06
3 4 12 4.167218648e-06
3 4 13 3.39262371381e-06
3 4 14 3.14665875783e-06
3 4 15 3.05920366728e-07
3 4 16 6.77562269512e-07
3 4 17 -6.87954500545e-07
3 4 18 3.435627817e-07
3 4 19 -5.51490168578e-07
3 4 20 -5.76721032358e-07
4 4 1 7.0627316e-05
4 4 2 6.09496662e-05
4 4 3 1.54119557029e-05
4 4 4 2.24190840346e-05
4 4 5 1.55035114598e-05
4 4 6 7.21458519686e-06
4 4 7 1.18090279539e-05
4 4 8 9.71012252488e-06
4 4 9 6.70683082911e-06
4 4 10 8.55848701445e-06
4 4 11 5.57849611658e-06
4 4 12 7.82799107276e-06
4 4 13 -2.09050993914e-07
4 4 14 5.34419676192e-07
4 4 15 1.26896357261e-06
4 4 16 2.16516780632e-06
4 4 17 7.07838468897e-08
4 4 18 2.44385132043e-07
4 4 19 -3.70968560577e-07
4 4 20 -8.71606993269e-07
