# BIN1 BIN2 ANGBIN VALUE 
1 4 17 2.11567068635e-07
1 4 18 -4.04734108381e-07
1 4 19 -2.06819106714e-07
1 4 20 2.27845725047e-07
2 2 1 2.95714787e-05
2 2 2 1.96792711e-05
2 2 3 3.31149526e-06
2 2 4 -3.27653993706e-06
2 2 5 -3.82822349998e-06
2 2 6 4.85991962312e-06
2 2 7 -1.94758075787e-08
2 2 8 1.21956212868e-06
2 2 9 1.38723150624e-06
2 2 10 1.44721421678e-06
2 2 11 4.514369642e-06
2 2 12 6.36821935338e-08
2 2 13 9.75970114359e-08
2 2 14 1.63771416935e-06
2 2 15 5.45747843348e-07
2 2 16 1.41408937709e-06
2 2 17 7.89017087721e-07
2 2 18 4.76957333084e-07
2 2 19 -1.2702794117e-07
2 2 20 4.35214542851e-08
2 3 1 4.61754416e-05
2 3 2 3.29570569e-05
2 3 3 1.33369506e-05
2 3 4 4.43283459449e-06
2 3 5 -7.54650369101e-07
2 3 6 7.97099966122e-06
2 3 7 6.15230266475e-06
2 3 8 1.98079251145e-06
2 3 9 3.12055180526e-06
2 3 10 1.52112366648e-06
2 3 11 1.81330728869e-06
2 3 12 2.20494330303e-06
2 3 13 2.11136500178e-06
2 3 14 5.17588274798e-07
2 3 15 1.21819703986e-06
2 3 16 5.74557312915e-07
2 3 17 4.45674202627e-07
2 3 18 4.01030938332e-07
2 3 19 4.56823733987e-07
2 3 20 1.4535188766e-07
2 4 1 3.3287472e-05
2 4 2 1.20077255e-05
2 4 3 2.48804387e-05
2 4 4 1.89848014913e-05
2 4 5 1.94642573411e-05
2 4 6 1.14862499178e-05
2 4 7 5.15766390297e-06
2 4 8 9.6866379522e-07
2 4 9 3.45180666778e-06
2 4 10 6.15247658308e-06
2 4 11 6.77836532944e-06
2 4 12 2.50418056607e-06
2 4 13 1.59997822043e-06
2 4 14 9.42272201984e-07
2 4 15 7.76932824521e-07
2 4 16 7.76331665624e-07
2 4 17 9.33998175194e-07
2 4 18 3.09934911294e-07
2 4 19 3.18181230099e-07
2 4 20 -1.85473558016e-07
3 3 1 6.35842027e-05
3 3 2 3.34041437e-05
3 3 3 1.9468870564e-05
3 3 4 3.04868552598e-06
3 3 5 1.38914707245e-05
3 3 6 1.73540440966e-05
3 3 7 1.0833109866e-05
3 3 8 1.23497860794e-05
3 3 9 6.35464972827e-06
3 3 10 7.22890189667e-06
3 3 11 5.06109391857e-06
3 3 12 3.0827229607e-06
3 3 13 3.79311738448e-06
3 3 14 2.242003364e-06
3 3 15 1.70877093017e-06
3 3 16 1.1328343496e-06
3 3 17 -7.24098087655e-08
3 3 18 -4.39832081973e-08
3 3 19 1.68582654261e-07
3 3 20 -4.08016758378e-08
3 4 1 6.07935702e-05
3 4 2 4.46535289e-05
3 4 3 1.62235788917e-05
3 4 4 2.50464444965e-05
3 4 5 1.72633535494e-05
3 4 6 2.0335391524e-05
3 4 7 9.21691723262e-06
3 4 8 1.02371478457e-05
3 4 9 1.44917849949e-05
3 4 10 1.01198618282e-05
3 4 11 4.90049052758e-06
3 4 12 5.97746445854e-06
3 4 13 5.07365317755e-06
3 4 14 2.96881323777e-06
3 4 15 1.87856987523e-06
3 4 16 1.72332088148e-06
3 4 17 8.83870773959e-07
3 4 18 5.23338990353e-07
3 4 19 -1.452455426e-07
3 4 20 2.79138185485e-07
4 4 1 7.0627316e-05
4 4 2 6.09496662e-05
4 4 3 1.45276602034e-05
4 4 4 1.79680228694e-05
4 4 5 2.65103413092e-05
4 4 6 2.15674330579e-05
4 4 7 1.78698002945e-05
4 4 8 1.98049190386e-05
4 4 9 9.194798255e-06
4 4 10 8.53587937028e-06
4 4 11 8.22434174656e-06
4 4 12 1.01124575046e-05
4 4 13 7.94650732079e-06
4 4 14 6.33297404088e-06
4 4 15 2.4501166088e-06
4 4 16 3.40966217086e-06
4 4 17 2.03194535817e-06
4 4 18 7.00994760213e-07
4 4 19 4.27189895772e-07
4 4 20 -2.95134809459e-07
