# BIN1 BIN2 ANGBIN VALUE 
1 4 17 6.2536607787e-07
1 4 18 6.42089667523e-07
1 4 19 1.49030178767e-07
1 4 20 1.16226908267e-07
2 2 1 2.95714787e-05
2 2 2 1.96792711e-05
2 2 3 3.31149526e-06
2 2 4 1.79395228932e-05
2 2 5 4.1109484719e-06
2 2 6 -3.80690454156e-06
2 2 7 4.78653075081e-06
2 2 8 -1.5016069973e-06
2 2 9 3.94674647441e-06
2 2 10 3.78857565636e-06
2 2 11 2.57259729159e-06
2 2 12 3.01973286407e-06
2 2 13 3.45891571781e-06
2 2 14 1.77846345647e-08
2 2 15 8.19616090153e-07
2 2 16 -3.95301501435e-07
2 2 17 6.63200342865e-07
2 2 18 9.61573954748e-07
2 2 19 5.32439496246e-07
2 2 20 4.94721882186e-07
2 3 1 4.61754416e-05
2 3 2 3.29570569e-05
2 3 3 1.33369506e-05
2 3 4 3.2632243703e-06
2 3 5 1.49698607211e-05
2 3 6 6.96438586043e-06
2 3 7 5.38233436152e-06
2 3 8 5.79227539008e-06
2 3 9 2.1637161919e-06
2 3 10 1.45744930032e-06
2 3 11 3.07457142832e-06
2 3 12 3.34898453972e-06
2 3 13 3.01126220255e-06
2 3 14 1.14711054938e-06
2 3 15 1.63544322255e-06
2 3 16 1.68746655811e-06
2 3 17 5.17641336637e-07
2 3 18 1.05234640853e-06
2 3 19 5.22281291989e-07
2 3 20 3.7576203138e-08
2 4 1 3.3287472e-05
2 4 2 1.20077255e-05
2 4 3 2.48804387e-05
2 4 4 4.70147026936e-06
2 4 5 4.69275408089e-06
2 4 6 9.6335308896e-06
2 4 7 9.64042537206e-06
2 4 8 8.61607773809e-06
2 4 9 4.99280451207e-06
2 4 10 1.55275972863e-06
2 4 11 2.64551836627e-06
2 4 12 2.03198783993e-06
2 4 13 1.41864715013e-06
2 4 14 1.98071742648e-06
2 4 15 1.86820145566e-06
2 4 16 2.09469059197e-06
2 4 17 1.29111615652e-06
2 4 18 1.28426237143e-06
2 4 19 3.13474329355e-07
2 4 20 2.18967918094e-07
3 3 1 6.35842027e-05
3 3 2 3.34041437e-05
3 3 3 8.38456869648e-06
3 3 4 1.23519461438e-05
3 3 5 1.2292292962e-05
3 3 6 7.95315381948e-06
3 3 7 8.5620878953e-06
3 3 8 6.01107043079e-06
3 3 9 8.08874695821e-06
3 3 10 6.20991951367e-06
3 3 11 6.10188332206e-06
3 3 12 5.71183235895e-06
3 3 13 4.02305953028e-06
3 3 14 3.17266561196e-06
3 3 15 2.47325948217e-06
3 3 16 1.49019331244e-06
3 3 17 5.10586981903e-07
3 3 18 3.95291629198e-07
3 3 19 2.00132065422e-08
3 3 20 1.21004144798e-07
3 4 1 6.07935702e-05
3 4 2 4.46535289e-05
3 4 3 2.17082458758e-05
3 4 4 5.13700343539e-06
3 4 5 9.48320211397e-06
3 4 6 1.74908857975e-05
3 4 7 1.65532984532e-05
3 4 8 1.31129609778e-05
3 4 9 8.80827625863e-06
3 4 10 6.87374805351e-06
3 4 11 6.85855373208e-06
3 4 12 2.61151306937e-06
3 4 13 3.76085064598e-06
3 4 14 4.2102219964e-06
3 4 15 2.72186297405e-06
3 4 16 2.70524004365e-06
3 4 17 1.11172688926e-06
3 4 18 2.59537743382e-07
3 4 19 2.19724388815e-07
3 4 20 2.38094889668e-07
4 4 1 7.0627316e-05
4 4 2 6.09496662e-05
4 4 3 1.78102506945e-05
4 4 4 2.85878124337e-06
4 4 5 -5.32540820263e-06
4 4 6 -7.75756380243e-06
4 4 7 1.93327839943e-05
4 4 8 1.70888675473e-05
4 4 9 1.20755287798e-05
4 4 10 4.21226080014e-06
4 4 11 4.8375019437e-06
4 4 12 1.82973408245e-06
4 4 13 4.7962341318e-06
4 4 14 5.33701195831e-06
4 4 15 2.57130954275e-06
4 4 16 4.88178419389e-06
4 4 17 2.48216440309e-06
4 4 18 1.04815882683e-06
4 4 19 8.18156503117e-07
4 4 20 1.97217011127e-07
