# BIN1 BIN2 ANGBIN VALUE 
5 1 17 -3.51398152657e-06
5 1 18 -1.44178860279e-05
5 1 19 -9.8647294357e-06
5 1 20 -1.48116470226e-05
5 2 1 -0.000221611253
5 2 2 -0.000264914164
5 2 3 -0.000235499488
5 2 4 -0.000101933356
5 2 5 -6.07912342e-05
5 2 6 1.9116779e-05
5 2 7 -5.16509485e-05
5 2 8 6.65739942e-06
5 2 9 9.16097903e-06
5 2 10 5.70366854695e-05
5 2 11 1.81535573693e-05
5 2 12 -4.14447752739e-05
5 2 13 3.2556021542e-06
5 2 14 1.37424751453e-05
5 2 15 1.27729716066e-05
5 2 16 3.76165920919e-05
5 2 17 5.39982866544e-06
5 2 18 -5.50658092193e-06
5 2 19 -7.51432564926e-06
5 2 20 -1.00061126086e-05
5 3 1 0.00025241122
5 3 2 6.350907e-05
5 3 3 9.67353123e-05
5 3 4 -0.000209249034
5 3 5 -0.000189872238
5 3 6 0.00011483755
5 3 7 -2.9433516e-05
5 3 8 6.61831418e-05
5 3 9 5.01589307e-05
5 3 10 0.000123745402629
5 3 11 -3.08091071734e-06
5 3 12 2.03916407976e-05
5 3 13 -1.61817346139e-05
5 3 14 -4.3002038771e-05
5 3 15 -2.82078962799e-05
5 3 16 -2.28466053766e-05
5 3 17 4.80342970115e-06
5 3 18 3.74406434563e-06
5 3 19 -1.77093683615e-05
5 3 20 -2.31683710433e-05
5 4 1 1.14372951e-05
5 4 2 0.000598499308
5 4 3 0.00109039372
5 4 4 0.000513846679
5 4 5 0.000504469901
5 4 6 0.000234711109
5 4 7 0.000153245458
5 4 8 0.000128682218
5 4 9 0.000101272741
5 4 10 9.01570792487e-05
5 4 11 0.000137406710614
5 4 12 3.24902037207e-05
5 4 13 6.56667257003e-05
5 4 14 6.59274445664e-05
5 4 15 3.77118604095e-05
5 4 16 7.66511548928e-05
5 4 17 7.14230958328e-05
5 4 18 2.4583247671e-05
5 4 19 -1.25178885205e-05
5 4 20 -9.78042541664e-06
